date,category,description,amount,type
17-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3205.0,Expense
27-03-2026,Investment,ESP32-Office WiFi Entry,45171.0,Income
07-03-2026,Rent,ESP32-Home WiFi Entry,3673.0,Expense
24-02-2026,Food,ESP32-Home WiFi Entry,2907.0,Expense
18-04-2026,Travel,ESP32-02 WiFi Entry,3208.0,Expense
28-03-2026,Bonus,ESP32-Kitchen WiFi Entry,19690.0,Income
26-02-2026,Bonus,ESP32-Home WiFi Entry,49257.0,Income
28-03-2026,Food,ESP32-02 WiFi Entry,2610.0,Expense
01-04-2026,Bonus,ESP32-01 WiFi Entry,48817.0,Income
08-04-2026,Bills,ESP32-Kitchen WiFi Entry,4665.0,Expense
21-02-2026,Rent,ESP32-Kitchen WiFi Entry,871.0,Expense
16-03-2026,Rent,ESP32-Office WiFi Entry,2977.0,Expense
14-03-2026,Shopping,ESP32-Kitchen WiFi Entry,441.0,Expense
06-04-2026,Shopping,ESP32-02 WiFi Entry,1075.0,Expense
26-02-2026,Bonus,ESP32-01 WiFi Entry,39796.0,Income
22-03-2026,Rent,ESP32-Kitchen WiFi Entry,1672.0,Expense
28-02-2026,Salary,ESP32-01 WiFi Entry,30805.0,Income
09-04-2026,Bills,ESP32-Office WiFi Entry,2675.0,Expense
31-03-2026,Bills,ESP32-Home WiFi Entry,2786.0,Expense
03-04-2026,Bills,ESP32-02 WiFi Entry,3803.0,Expense
21-04-2026,Food,ESP32-Office WiFi Entry,2116.0,Expense
28-03-2026,Investment,ESP32-02 WiFi Entry,45921.0,Income
19-04-2026,Travel,ESP32-Kitchen WiFi Entry,396.0,Expense
06-03-2026,Food,ESP32-01 WiFi Entry,4970.0,Expense
26-02-2026,Bonus,ESP32-Home WiFi Entry,16010.0,Income
06-03-2026,Food,ESP32-Kitchen WiFi Entry,3318.0,Expense
16-03-2026,Investment,ESP32-Office WiFi Entry,49691.0,Income
24-03-2026,Food,ESP32-Kitchen WiFi Entry,542.0,Expense
12-04-2026,Shopping,ESP32-Office WiFi Entry,4947.0,Expense
24-02-2026,Investment,ESP32-02 WiFi Entry,11415.0,Income
09-03-2026,Bills,ESP32-Home WiFi Entry,999.0,Expense
28-03-2026,Food,ESP32-Office WiFi Entry,2780.0,Expense
17-03-2026,Travel,ESP32-Kitchen WiFi Entry,4205.0,Expense
08-04-2026,Investment,ESP32-Home WiFi Entry,48791.0,Income
25-02-2026,Investment,ESP32-Kitchen WiFi Entry,36304.0,Income
11-04-2026,Rent,ESP32-Kitchen WiFi Entry,4796.0,Expense
30-03-2026,Food,ESP32-Kitchen WiFi Entry,1342.0,Expense
11-04-2026,Rent,ESP32-01 WiFi Entry,4853.0,Expense
19-04-2026,Investment,ESP32-01 WiFi Entry,22769.0,Income
08-03-2026,Shopping,ESP32-01 WiFi Entry,1855.0,Expense
07-03-2026,Investment,ESP32-Office WiFi Entry,37558.0,Income
26-02-2026,Bills,ESP32-Kitchen WiFi Entry,2618.0,Expense
27-03-2026,Rent,ESP32-Office WiFi Entry,3197.0,Expense
12-03-2026,Investment,ESP32-Kitchen WiFi Entry,13305.0,Income
03-03-2026,Bonus,ESP32-01 WiFi Entry,34086.0,Income
31-03-2026,Travel,ESP32-Office WiFi Entry,2743.0,Expense
31-03-2026,Food,ESP32-01 WiFi Entry,4354.0,Expense
27-02-2026,Investment,ESP32-Kitchen WiFi Entry,20568.0,Income
31-03-2026,Rent,ESP32-01 WiFi Entry,4049.0,Expense
20-03-2026,Shopping,ESP32-01 WiFi Entry,4837.0,Expense
20-04-2026,Investment,ESP32-02 WiFi Entry,41806.0,Income
26-02-2026,Rent,ESP32-01 WiFi Entry,1474.0,Expense
10-04-2026,Salary,ESP32-01 WiFi Entry,16298.0,Income
01-03-2026,Bills,ESP32-Kitchen WiFi Entry,1475.0,Expense
09-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3121.0,Expense
19-03-2026,Food,ESP32-Home WiFi Entry,3753.0,Expense
04-03-2026,Food,ESP32-Kitchen WiFi Entry,4713.0,Expense
20-04-2026,Rent,ESP32-02 WiFi Entry,1006.0,Expense
16-03-2026,Salary,ESP32-Kitchen WiFi Entry,49596.0,Income
24-02-2026,Salary,ESP32-01 WiFi Entry,8816.0,Income
08-04-2026,Bills,ESP32-01 WiFi Entry,1227.0,Expense
02-03-2026,Travel,ESP32-01 WiFi Entry,2629.0,Expense
12-03-2026,Investment,ESP32-01 WiFi Entry,37702.0,Income
16-03-2026,Salary,ESP32-Home WiFi Entry,28160.0,Income
09-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1519.0,Expense
19-04-2026,Salary,ESP32-02 WiFi Entry,6587.0,Income
19-04-2026,Salary,ESP32-01 WiFi Entry,22708.0,Income
02-03-2026,Bills,ESP32-Home WiFi Entry,1381.0,Expense
05-03-2026,Bonus,ESP32-Home WiFi Entry,28642.0,Income
14-03-2026,Shopping,ESP32-02 WiFi Entry,1850.0,Expense
02-03-2026,Rent,ESP32-02 WiFi Entry,3632.0,Expense
26-02-2026,Travel,ESP32-Office WiFi Entry,2693.0,Expense
15-03-2026,Investment,ESP32-01 WiFi Entry,18014.0,Income
03-04-2026,Shopping,ESP32-Office WiFi Entry,895.0,Expense
27-02-2026,Bonus,ESP32-Office WiFi Entry,7907.0,Income
26-02-2026,Bonus,ESP32-Home WiFi Entry,42553.0,Income
11-03-2026,Bonus,ESP32-02 WiFi Entry,42934.0,Income
13-03-2026,Rent,ESP32-01 WiFi Entry,3055.0,Expense
29-03-2026,Shopping,ESP32-Home WiFi Entry,2212.0,Expense
02-04-2026,Travel,ESP32-Kitchen WiFi Entry,389.0,Expense
21-04-2026,Food,ESP32-01 WiFi Entry,1101.0,Expense
23-03-2026,Salary,ESP32-Kitchen WiFi Entry,36569.0,Income
15-03-2026,Investment,ESP32-Kitchen WiFi Entry,24277.0,Income
24-03-2026,Travel,ESP32-01 WiFi Entry,3610.0,Expense
26-03-2026,Investment,ESP32-Office WiFi Entry,34928.0,Income
22-04-2026,Rent,ESP32-Office WiFi Entry,392.0,Expense
05-04-2026,Rent,ESP32-Home WiFi Entry,3786.0,Expense
20-03-2026,Salary,ESP32-Office WiFi Entry,34996.0,Income
17-04-2026,Bonus,ESP32-Kitchen WiFi Entry,49696.0,Income
07-03-2026,Rent,ESP32-Home WiFi Entry,3766.0,Expense
25-02-2026,Bills,ESP32-Office WiFi Entry,4861.0,Expense
01-03-2026,Bonus,ESP32-02 WiFi Entry,26377.0,Income
15-03-2026,Bonus,ESP32-Kitchen WiFi Entry,28055.0,Income
20-03-2026,Rent,ESP32-Kitchen WiFi Entry,121.0,Expense
06-03-2026,Rent,ESP32-Kitchen WiFi Entry,4129.0,Expense
31-03-2026,Shopping,ESP32-Home WiFi Entry,3901.0,Expense
02-03-2026,Travel,ESP32-01 WiFi Entry,1100.0,Expense
28-03-2026,Salary,ESP32-02 WiFi Entry,8743.0,Income
24-03-2026,Bonus,ESP32-Kitchen WiFi Entry,44230.0,Income
02-04-2026,Salary,ESP32-01 WiFi Entry,38021.0,Income
12-04-2026,Rent,ESP32-Kitchen WiFi Entry,2584.0,Expense
31-03-2026,Bills,ESP32-Kitchen WiFi Entry,4186.0,Expense
09-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4393.0,Expense
17-03-2026,Salary,ESP32-02 WiFi Entry,20500.0,Income
01-04-2026,Investment,ESP32-01 WiFi Entry,19182.0,Income
21-04-2026,Shopping,ESP32-Home WiFi Entry,2969.0,Expense
22-02-2026,Bonus,ESP32-01 WiFi Entry,43725.0,Income
13-03-2026,Salary,ESP32-Home WiFi Entry,18703.0,Income
03-03-2026,Travel,ESP32-Office WiFi Entry,1402.0,Expense
23-03-2026,Investment,ESP32-Kitchen WiFi Entry,19007.0,Income
19-04-2026,Food,ESP32-Office WiFi Entry,1630.0,Expense
03-04-2026,Bills,ESP32-Office WiFi Entry,288.0,Expense
05-04-2026,Shopping,ESP32-02 WiFi Entry,569.0,Expense
24-03-2026,Rent,ESP32-02 WiFi Entry,4562.0,Expense
21-04-2026,Travel,ESP32-Kitchen WiFi Entry,3808.0,Expense
22-02-2026,Investment,ESP32-02 WiFi Entry,37727.0,Income
08-04-2026,Bills,ESP32-Office WiFi Entry,2961.0,Expense
16-03-2026,Investment,ESP32-Kitchen WiFi Entry,16813.0,Income
15-04-2026,Travel,ESP32-Office WiFi Entry,3470.0,Expense
17-04-2026,Bills,ESP32-Home WiFi Entry,374.0,Expense
19-03-2026,Bonus,ESP32-Office WiFi Entry,6404.0,Income
21-03-2026,Travel,ESP32-Office WiFi Entry,3049.0,Expense
14-04-2026,Salary,ESP32-02 WiFi Entry,22556.0,Income
21-04-2026,Salary,ESP32-Home WiFi Entry,37554.0,Income
28-02-2026,Travel,ESP32-Home WiFi Entry,696.0,Expense
11-04-2026,Travel,ESP32-02 WiFi Entry,62.0,Expense
02-03-2026,Shopping,ESP32-02 WiFi Entry,4423.0,Expense
01-03-2026,Travel,ESP32-Home WiFi Entry,3355.0,Expense
18-04-2026,Travel,ESP32-02 WiFi Entry,3550.0,Expense
03-04-2026,Rent,ESP32-Kitchen WiFi Entry,3293.0,Expense
20-03-2026,Rent,ESP32-Kitchen WiFi Entry,2264.0,Expense
23-03-2026,Rent,ESP32-Home WiFi Entry,3594.0,Expense
26-02-2026,Investment,ESP32-02 WiFi Entry,36114.0,Income
20-03-2026,Rent,ESP32-02 WiFi Entry,2330.0,Expense
18-03-2026,Rent,ESP32-01 WiFi Entry,1947.0,Expense
12-04-2026,Rent,ESP32-02 WiFi Entry,2434.0,Expense
20-04-2026,Bonus,ESP32-Kitchen WiFi Entry,8034.0,Income
22-03-2026,Investment,ESP32-02 WiFi Entry,20870.0,Income
29-03-2026,Food,ESP32-02 WiFi Entry,4562.0,Expense
18-03-2026,Travel,ESP32-02 WiFi Entry,115.0,Expense
22-02-2026,Rent,ESP32-Home WiFi Entry,3633.0,Expense
17-03-2026,Food,ESP32-Home WiFi Entry,898.0,Expense
22-04-2026,Food,ESP32-Kitchen WiFi Entry,3175.0,Expense
25-03-2026,Salary,ESP32-Kitchen WiFi Entry,49844.0,Income
01-03-2026,Rent,ESP32-Home WiFi Entry,2198.0,Expense
23-02-2026,Shopping,ESP32-02 WiFi Entry,183.0,Expense
12-03-2026,Rent,ESP32-01 WiFi Entry,157.0,Expense
04-04-2026,Bills,ESP32-Home WiFi Entry,3206.0,Expense
18-03-2026,Shopping,ESP32-02 WiFi Entry,1829.0,Expense
24-02-2026,Rent,ESP32-01 WiFi Entry,4638.0,Expense
23-02-2026,Bills,ESP32-02 WiFi Entry,1657.0,Expense
08-04-2026,Bonus,ESP32-01 WiFi Entry,29248.0,Income
27-03-2026,Shopping,ESP32-01 WiFi Entry,1408.0,Expense
15-04-2026,Investment,ESP32-Office WiFi Entry,46471.0,Income
07-03-2026,Salary,ESP32-01 WiFi Entry,33920.0,Income
27-02-2026,Shopping,ESP32-Home WiFi Entry,2048.0,Expense
05-03-2026,Food,ESP32-Kitchen WiFi Entry,2062.0,Expense
21-02-2026,Bonus,ESP32-Kitchen WiFi Entry,26112.0,Income
21-04-2026,Investment,ESP32-Home WiFi Entry,16548.0,Income
30-03-2026,Rent,ESP32-Kitchen WiFi Entry,3870.0,Expense
24-02-2026,Bonus,ESP32-Office WiFi Entry,33698.0,Income
11-03-2026,Travel,ESP32-Office WiFi Entry,1611.0,Expense
30-03-2026,Rent,ESP32-Office WiFi Entry,334.0,Expense
08-03-2026,Shopping,ESP32-02 WiFi Entry,2576.0,Expense
21-02-2026,Bills,ESP32-Kitchen WiFi Entry,1575.0,Expense
30-03-2026,Shopping,ESP32-Kitchen WiFi Entry,3029.0,Expense
03-03-2026,Salary,ESP32-Home WiFi Entry,35294.0,Income
02-04-2026,Bills,ESP32-02 WiFi Entry,3459.0,Expense
20-03-2026,Bills,ESP32-Office WiFi Entry,2072.0,Expense
29-03-2026,Travel,ESP32-01 WiFi Entry,1969.0,Expense
11-04-2026,Travel,ESP32-Office WiFi Entry,1863.0,Expense
14-04-2026,Shopping,ESP32-Office WiFi Entry,3155.0,Expense
17-04-2026,Food,ESP32-Office WiFi Entry,2043.0,Expense
08-04-2026,Investment,ESP32-Home WiFi Entry,35387.0,Income
09-03-2026,Bonus,ESP32-Kitchen WiFi Entry,36709.0,Income
26-02-2026,Investment,ESP32-01 WiFi Entry,38880.0,Income
19-03-2026,Travel,ESP32-01 WiFi Entry,4919.0,Expense
28-03-2026,Bills,ESP32-Office WiFi Entry,4509.0,Expense
23-03-2026,Travel,ESP32-Kitchen WiFi Entry,1900.0,Expense
17-03-2026,Salary,ESP32-Office WiFi Entry,35948.0,Income
27-03-2026,Bills,ESP32-Kitchen WiFi Entry,906.0,Expense
23-02-2026,Food,ESP32-Office WiFi Entry,2921.0,Expense
18-04-2026,Travel,ESP32-02 WiFi Entry,4811.0,Expense
15-04-2026,Salary,ESP32-02 WiFi Entry,14442.0,Income
15-03-2026,Travel,ESP32-Kitchen WiFi Entry,2904.0,Expense
20-04-2026,Rent,ESP32-Office WiFi Entry,4264.0,Expense
06-03-2026,Rent,ESP32-Home WiFi Entry,3817.0,Expense
28-03-2026,Investment,ESP32-Kitchen WiFi Entry,6090.0,Income
11-04-2026,Travel,ESP32-Home WiFi Entry,2526.0,Expense
23-02-2026,Investment,ESP32-01 WiFi Entry,37290.0,Income
27-02-2026,Rent,ESP32-02 WiFi Entry,3404.0,Expense
29-03-2026,Shopping,ESP32-02 WiFi Entry,67.0,Expense
17-04-2026,Travel,ESP32-01 WiFi Entry,2740.0,Expense
10-04-2026,Investment,ESP32-Office WiFi Entry,31364.0,Income
12-03-2026,Rent,ESP32-Home WiFi Entry,4689.0,Expense
14-03-2026,Travel,ESP32-02 WiFi Entry,4711.0,Expense
28-02-2026,Salary,ESP32-Kitchen WiFi Entry,32814.0,Income
21-03-2026,Salary,ESP32-Home WiFi Entry,11598.0,Income
27-03-2026,Salary,ESP32-Home WiFi Entry,7316.0,Income
02-03-2026,Salary,ESP32-Office WiFi Entry,26108.0,Income
06-04-2026,Food,ESP32-01 WiFi Entry,693.0,Expense
27-03-2026,Bonus,ESP32-Office WiFi Entry,43067.0,Income
08-03-2026,Travel,ESP32-01 WiFi Entry,4238.0,Expense
11-03-2026,Travel,ESP32-Kitchen WiFi Entry,3483.0,Expense
07-04-2026,Food,ESP32-02 WiFi Entry,4367.0,Expense
06-04-2026,Food,ESP32-01 WiFi Entry,373.0,Expense
31-03-2026,Food,ESP32-02 WiFi Entry,4660.0,Expense
31-03-2026,Bonus,ESP32-Home WiFi Entry,38521.0,Income
21-04-2026,Bills,ESP32-02 WiFi Entry,1515.0,Expense
11-04-2026,Investment,ESP32-Office WiFi Entry,19506.0,Income
18-04-2026,Shopping,ESP32-Office WiFi Entry,3337.0,Expense
19-04-2026,Investment,ESP32-Home WiFi Entry,16487.0,Income
22-02-2026,Bonus,ESP32-Kitchen WiFi Entry,37899.0,Income
29-03-2026,Food,ESP32-Kitchen WiFi Entry,2754.0,Expense
27-02-2026,Salary,ESP32-01 WiFi Entry,6056.0,Income
13-04-2026,Travel,ESP32-Office WiFi Entry,4594.0,Expense
02-03-2026,Bonus,ESP32-02 WiFi Entry,39104.0,Income
21-02-2026,Travel,ESP32-01 WiFi Entry,2927.0,Expense
26-03-2026,Food,ESP32-01 WiFi Entry,4016.0,Expense
19-04-2026,Bills,ESP32-01 WiFi Entry,444.0,Expense
22-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1990.0,Expense
10-03-2026,Travel,ESP32-01 WiFi Entry,722.0,Expense
09-04-2026,Investment,ESP32-02 WiFi Entry,37088.0,Income
06-04-2026,Investment,ESP32-02 WiFi Entry,21122.0,Income
04-03-2026,Travel,ESP32-Kitchen WiFi Entry,3803.0,Expense
25-03-2026,Food,ESP32-Office WiFi Entry,1953.0,Expense
07-04-2026,Investment,ESP32-01 WiFi Entry,10126.0,Income
20-04-2026,Bills,ESP32-02 WiFi Entry,1272.0,Expense
27-03-2026,Salary,ESP32-Home WiFi Entry,24478.0,Income
27-03-2026,Shopping,ESP32-Home WiFi Entry,4284.0,Expense
10-04-2026,Rent,ESP32-Home WiFi Entry,4394.0,Expense
16-03-2026,Travel,ESP32-Office WiFi Entry,4382.0,Expense
06-04-2026,Shopping,ESP32-Office WiFi Entry,1128.0,Expense
24-03-2026,Investment,ESP32-Kitchen WiFi Entry,9159.0,Income
07-03-2026,Travel,ESP32-Home WiFi Entry,4073.0,Expense
10-04-2026,Food,ESP32-Home WiFi Entry,2367.0,Expense
19-03-2026,Travel,ESP32-Home WiFi Entry,4281.0,Expense
20-03-2026,Travel,ESP32-Kitchen WiFi Entry,2405.0,Expense
27-03-2026,Salary,ESP32-02 WiFi Entry,12678.0,Income
22-04-2026,Travel,ESP32-Kitchen WiFi Entry,4437.0,Expense
12-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1022.0,Expense
04-03-2026,Salary,ESP32-Kitchen WiFi Entry,18844.0,Income
27-02-2026,Shopping,ESP32-Office WiFi Entry,3798.0,Expense
15-03-2026,Investment,ESP32-Office WiFi Entry,36521.0,Income
18-03-2026,Salary,ESP32-01 WiFi Entry,10389.0,Income
28-02-2026,Salary,ESP32-Office WiFi Entry,26577.0,Income
01-04-2026,Investment,ESP32-Kitchen WiFi Entry,18304.0,Income
23-02-2026,Bills,ESP32-Home WiFi Entry,1207.0,Expense
04-03-2026,Salary,ESP32-Office WiFi Entry,13046.0,Income
10-03-2026,Rent,ESP32-Kitchen WiFi Entry,2445.0,Expense
14-04-2026,Travel,ESP32-01 WiFi Entry,2173.0,Expense
11-04-2026,Shopping,ESP32-Kitchen WiFi Entry,1025.0,Expense
01-03-2026,Rent,ESP32-Office WiFi Entry,1655.0,Expense
06-03-2026,Shopping,ESP32-02 WiFi Entry,4654.0,Expense
03-04-2026,Rent,ESP32-02 WiFi Entry,4523.0,Expense
21-04-2026,Bills,ESP32-Home WiFi Entry,1227.0,Expense
09-04-2026,Bills,ESP32-Kitchen WiFi Entry,4600.0,Expense
10-04-2026,Food,ESP32-02 WiFi Entry,3421.0,Expense
23-03-2026,Travel,ESP32-Office WiFi Entry,284.0,Expense
21-04-2026,Food,ESP32-Kitchen WiFi Entry,325.0,Expense
29-03-2026,Bonus,ESP32-Office WiFi Entry,17459.0,Income
04-04-2026,Shopping,ESP32-02 WiFi Entry,2647.0,Expense
14-04-2026,Travel,ESP32-01 WiFi Entry,3129.0,Expense
20-04-2026,Bills,ESP32-Kitchen WiFi Entry,4169.0,Expense
14-04-2026,Bonus,ESP32-Kitchen WiFi Entry,44856.0,Income
15-03-2026,Salary,ESP32-Kitchen WiFi Entry,29439.0,Income
09-03-2026,Bonus,ESP32-01 WiFi Entry,23924.0,Income
24-02-2026,Salary,ESP32-Kitchen WiFi Entry,33462.0,Income
18-03-2026,Investment,ESP32-01 WiFi Entry,28367.0,Income
24-02-2026,Rent,ESP32-02 WiFi Entry,52.0,Expense
22-02-2026,Travel,ESP32-Kitchen WiFi Entry,1587.0,Expense
18-03-2026,Travel,ESP32-Office WiFi Entry,2359.0,Expense
29-03-2026,Salary,ESP32-Kitchen WiFi Entry,31169.0,Income
02-04-2026,Rent,ESP32-02 WiFi Entry,795.0,Expense
07-03-2026,Investment,ESP32-01 WiFi Entry,6651.0,Income
03-04-2026,Investment,ESP32-Home WiFi Entry,9241.0,Income
18-03-2026,Investment,ESP32-01 WiFi Entry,28905.0,Income
31-03-2026,Travel,ESP32-02 WiFi Entry,3221.0,Expense
24-02-2026,Shopping,ESP32-Kitchen WiFi Entry,3813.0,Expense
02-03-2026,Bonus,ESP32-01 WiFi Entry,44156.0,Income
07-04-2026,Shopping,ESP32-01 WiFi Entry,4151.0,Expense
29-03-2026,Rent,ESP32-Home WiFi Entry,4731.0,Expense
08-04-2026,Bonus,ESP32-02 WiFi Entry,43537.0,Income
04-04-2026,Travel,ESP32-02 WiFi Entry,3803.0,Expense
09-04-2026,Shopping,ESP32-01 WiFi Entry,647.0,Expense
23-03-2026,Travel,ESP32-Kitchen WiFi Entry,1868.0,Expense
23-03-2026,Bills,ESP32-Office WiFi Entry,4210.0,Expense
03-03-2026,Shopping,ESP32-Home WiFi Entry,2735.0,Expense
23-03-2026,Investment,ESP32-Office WiFi Entry,26158.0,Income
16-04-2026,Travel,ESP32-Kitchen WiFi Entry,526.0,Expense
12-03-2026,Rent,ESP32-Kitchen WiFi Entry,614.0,Expense
22-03-2026,Shopping,ESP32-Kitchen WiFi Entry,2190.0,Expense
22-02-2026,Travel,ESP32-Kitchen WiFi Entry,199.0,Expense
04-04-2026,Salary,ESP32-Home WiFi Entry,17512.0,Income
03-04-2026,Rent,ESP32-Office WiFi Entry,4359.0,Expense
11-03-2026,Food,ESP32-Kitchen WiFi Entry,2057.0,Expense
18-03-2026,Rent,ESP32-Home WiFi Entry,3939.0,Expense
21-04-2026,Bonus,ESP32-01 WiFi Entry,16366.0,Income
11-04-2026,Investment,ESP32-Home WiFi Entry,32121.0,Income
23-02-2026,Salary,ESP32-Home WiFi Entry,18416.0,Income
25-03-2026,Shopping,ESP32-Office WiFi Entry,303.0,Expense
14-03-2026,Salary,ESP32-02 WiFi Entry,25104.0,Income
11-03-2026,Bonus,ESP32-01 WiFi Entry,30759.0,Income
23-02-2026,Bills,ESP32-Kitchen WiFi Entry,4372.0,Expense
07-04-2026,Food,ESP32-Home WiFi Entry,1021.0,Expense
08-03-2026,Travel,ESP32-Home WiFi Entry,2431.0,Expense
12-04-2026,Food,ESP32-02 WiFi Entry,766.0,Expense
05-04-2026,Food,ESP32-Office WiFi Entry,1595.0,Expense
24-02-2026,Shopping,ESP32-01 WiFi Entry,3469.0,Expense
22-04-2026,Investment,ESP32-Kitchen WiFi Entry,40426.0,Income
31-03-2026,Travel,ESP32-Home WiFi Entry,1850.0,Expense
03-03-2026,Salary,ESP32-01 WiFi Entry,18809.0,Income
25-02-2026,Travel,ESP32-Kitchen WiFi Entry,3790.0,Expense
04-04-2026,Bonus,ESP32-02 WiFi Entry,19750.0,Income
27-02-2026,Salary,ESP32-02 WiFi Entry,23695.0,Income
28-03-2026,Salary,ESP32-Kitchen WiFi Entry,18869.0,Income
22-03-2026,Investment,ESP32-Home WiFi Entry,23515.0,Income
05-04-2026,Bonus,ESP32-Home WiFi Entry,7139.0,Income
22-02-2026,Shopping,ESP32-Office WiFi Entry,260.0,Expense
13-03-2026,Salary,ESP32-01 WiFi Entry,13214.0,Income
22-04-2026,Shopping,ESP32-01 WiFi Entry,2287.0,Expense
13-04-2026,Food,ESP32-02 WiFi Entry,4908.0,Expense
15-04-2026,Salary,ESP32-Office WiFi Entry,16319.0,Income
25-02-2026,Investment,ESP32-02 WiFi Entry,20807.0,Income
30-03-2026,Shopping,ESP32-02 WiFi Entry,2693.0,Expense
26-02-2026,Food,ESP32-Home WiFi Entry,977.0,Expense
31-03-2026,Investment,ESP32-Office WiFi Entry,17622.0,Income
22-02-2026,Bonus,ESP32-Kitchen WiFi Entry,41591.0,Income
29-03-2026,Food,ESP32-Home WiFi Entry,560.0,Expense
26-02-2026,Shopping,ESP32-Kitchen WiFi Entry,1843.0,Expense
15-04-2026,Rent,ESP32-Home WiFi Entry,469.0,Expense
15-04-2026,Rent,ESP32-02 WiFi Entry,243.0,Expense
20-04-2026,Food,ESP32-02 WiFi Entry,2494.0,Expense
11-03-2026,Bonus,ESP32-Office WiFi Entry,43537.0,Income
28-02-2026,Salary,ESP32-Office WiFi Entry,35664.0,Income
14-04-2026,Food,ESP32-Home WiFi Entry,1600.0,Expense
26-03-2026,Bills,ESP32-Office WiFi Entry,362.0,Expense
11-04-2026,Salary,ESP32-Kitchen WiFi Entry,25710.0,Income
20-04-2026,Food,ESP32-Office WiFi Entry,1680.0,Expense
01-04-2026,Food,ESP32-Kitchen WiFi Entry,2911.0,Expense
31-03-2026,Bonus,ESP32-Kitchen WiFi Entry,21546.0,Income
16-03-2026,Bills,ESP32-01 WiFi Entry,2578.0,Expense
06-03-2026,Bills,ESP32-Office WiFi Entry,2814.0,Expense
12-03-2026,Salary,ESP32-Kitchen WiFi Entry,40901.0,Income
13-04-2026,Travel,ESP32-Kitchen WiFi Entry,912.0,Expense
15-04-2026,Investment,ESP32-02 WiFi Entry,24058.0,Income
23-02-2026,Rent,ESP32-Office WiFi Entry,665.0,Expense
22-04-2026,Rent,ESP32-Home WiFi Entry,2826.0,Expense
03-03-2026,Investment,ESP32-02 WiFi Entry,32562.0,Income
07-04-2026,Salary,ESP32-02 WiFi Entry,32117.0,Income
08-03-2026,Rent,ESP32-Home WiFi Entry,4249.0,Expense
29-03-2026,Salary,ESP32-Kitchen WiFi Entry,49322.0,Income
26-03-2026,Investment,ESP32-02 WiFi Entry,49753.0,Income
08-04-2026,Bonus,ESP32-01 WiFi Entry,13649.0,Income
23-02-2026,Investment,ESP32-01 WiFi Entry,5258.0,Income
22-03-2026,Salary,ESP32-Kitchen WiFi Entry,19453.0,Income
18-03-2026,Shopping,ESP32-02 WiFi Entry,2689.0,Expense
19-03-2026,Rent,ESP32-Office WiFi Entry,2472.0,Expense
21-02-2026,Shopping,ESP32-Home WiFi Entry,2410.0,Expense
11-04-2026,Shopping,ESP32-Home WiFi Entry,2136.0,Expense
23-03-2026,Salary,ESP32-01 WiFi Entry,43275.0,Income
15-04-2026,Travel,ESP32-Home WiFi Entry,964.0,Expense
20-03-2026,Travel,ESP32-Office WiFi Entry,1706.0,Expense
08-03-2026,Bills,ESP32-Office WiFi Entry,1147.0,Expense
01-03-2026,Bonus,ESP32-02 WiFi Entry,26865.0,Income
26-03-2026,Bills,ESP32-02 WiFi Entry,4983.0,Expense
01-04-2026,Shopping,ESP32-Home WiFi Entry,1184.0,Expense
21-02-2026,Bills,ESP32-01 WiFi Entry,876.0,Expense
05-04-2026,Food,ESP32-Kitchen WiFi Entry,1578.0,Expense
13-04-2026,Bonus,ESP32-Home WiFi Entry,41004.0,Income
01-04-2026,Bonus,ESP32-01 WiFi Entry,39303.0,Income
01-03-2026,Travel,ESP32-Home WiFi Entry,2645.0,Expense
18-03-2026,Investment,ESP32-02 WiFi Entry,19432.0,Income
07-03-2026,Shopping,ESP32-01 WiFi Entry,1639.0,Expense
22-04-2026,Travel,ESP32-02 WiFi Entry,417.0,Expense
12-04-2026,Investment,ESP32-Home WiFi Entry,46845.0,Income
22-04-2026,Bills,ESP32-Kitchen WiFi Entry,622.0,Expense
12-03-2026,Food,ESP32-01 WiFi Entry,958.0,Expense
06-04-2026,Food,ESP32-Office WiFi Entry,2856.0,Expense
21-03-2026,Rent,ESP32-Kitchen WiFi Entry,4591.0,Expense
23-03-2026,Food,ESP32-Home WiFi Entry,2320.0,Expense
24-02-2026,Travel,ESP32-Home WiFi Entry,392.0,Expense
22-04-2026,Bonus,ESP32-02 WiFi Entry,12691.0,Income
06-04-2026,Salary,ESP32-Office WiFi Entry,40357.0,Income
28-03-2026,Food,ESP32-Home WiFi Entry,3690.0,Expense
12-04-2026,Rent,ESP32-Home WiFi Entry,2482.0,Expense
29-03-2026,Bills,ESP32-Kitchen WiFi Entry,3957.0,Expense
09-04-2026,Shopping,ESP32-01 WiFi Entry,3610.0,Expense
13-03-2026,Shopping,ESP32-Home WiFi Entry,2444.0,Expense
12-03-2026,Rent,ESP32-02 WiFi Entry,1405.0,Expense
15-04-2026,Travel,ESP32-02 WiFi Entry,4159.0,Expense
15-03-2026,Bills,ESP32-Home WiFi Entry,4811.0,Expense
16-03-2026,Rent,ESP32-02 WiFi Entry,4107.0,Expense
04-03-2026,Travel,ESP32-02 WiFi Entry,279.0,Expense
29-03-2026,Travel,ESP32-Kitchen WiFi Entry,4284.0,Expense
